1,0.723,0.723,0.68,0.733,0.674,1000,1000,1000,1000,1000
2,0.734,0.741,0.743,0.712,0.759,1000,1000,1000,1000,1000
3,0.791,0.853,0.831,0.909,0.769,1000,1000,1000,1000,1000
4,0.805,0.807,0.814,0.817,0.914,1000,1000,1000,1000,1000
5,0.805,0.88,0.889,0.805,0.79,1000,1000,1000,1000,1000
6,0.893,0.815,0.886,0.881,0.825,1000,1000,1000,1000,1000
7,0.814,0.831,0.934,0.893,0.885,1000,1000,1000,1000,1000
8,0.821,0.823,0.905,0.937,0.826,1000,1000,1000,1000,1000
9,0.826,0.89,0.834,0.941,0.905,1000,1000,1000,1000,1000
10,0.887,0.832,0.895,0.915,0.844,1000,1000,1000,1000,1000
11,0.877,0.836,0.95,0.837,0.896,1000,1000,1000,1000,1000
12,0.841,0.851,0.907,0.839,0.879,1000,1000,1000,1000,1000
13,0.846,0.887,0.857,0.954,0.919,1000,1000,1000,1000,1000
14,0.922,0.843,0.89,0.839,0.847,1000,1000,1000,1000,1000
15,0.891,0.924,0.848,0.844,0.844,1000,1000,1000,1000,1000
16,0.853,0.904,0.853,0.953,0.843,1000,1000,1000,1000,1000
17,0.925,0.919,0.855,0.895,0.912,1000,1000,1000,1000,1000
18,0.857,0.96,0.866,0.855,0.904,1000,1000,1000,1000,1000
19,0.855,0.851,0.859,0.922,0.87,1000,1000,1000,1000,1000
20,0.857,0.923,0.897,0.923,0.854,1000,1000,1000,1000,1000
